Airline,Duration,Total stops,Price,Date,Source,Destination
Qatar Airways,25h 05m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 49,069",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 49,069",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 49,069",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,173",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,173",2023-06-01,CCJ,DXB
Air India,25h 40m,3 stops,"₹ 50,173",2023-06-01,CCJ,DXB
Air India,29h 25m,3 stops,"₹ 51,720",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,724",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 52,242",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 52,242",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 52,242",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 52,242",2023-06-01,CCJ,DXB
Air India,20h 25m,2 stops,"₹ 53,889",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 30m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",17h 40m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",19h 15m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 00m,2 stops,"₹ 62,074",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 00m,2 stops,"₹ 62,380",2023-06-01,CCJ,DXB
"Etihad Airways, Oman Air",11h 45m,2 stops,"₹ 140,855",2023-06-01,CCJ,DXB
"Etihad Airways, Gulf Air",14h 30m,2 stops,"₹ 141,797",2023-06-01,CCJ,DXB
Air India,52h 10m,2 stops,"₹ 43,233",2023-06-01,CCJ,DXB
Oman Air,15h 20m,1 stop,"₹ 17,189",2023-06-01,CCJ,DXB
IndiGo,13h 55m,1 stop,"₹ 19,421",2023-06-01,CCJ,DXB
Gulf Air,12h 10m,1 stop,"₹ 22,215",2023-06-01,CCJ,DXB
Gulf Air,14h 10m,1 stop,"₹ 22,216",2023-06-01,CCJ,DXB
Gulf Air,16h 15m,1 stop,"₹ 22,225",2023-06-01,CCJ,DXB
flynas,11h 15m,1 stop,"₹ 27,550",2023-06-01,CCJ,DXB
flynas,14h 15m,1 stop,"₹ 27,550",2023-06-01,CCJ,DXB
Air India,16h 40m,1 stop,"₹ 29,763",2023-06-01,CCJ,DXB
"Air India, Emirates",12h 40m,1 stop,"₹ 34,911",2023-06-01,CCJ,DXB
IndiGo,19h 55m,1 stop,"₹ 13,474",2023-06-01,CCJ,DXB
IndiGo,25h 35m,1 stop,"₹ 13,984",2023-06-01,CCJ,DXB
IndiGo,28h 25m,1 stop,"₹ 13,984",2023-06-01,CCJ,DXB
IndiGo,27h 05m,1 stop,"₹ 14,577",2023-06-01,CCJ,DXB
Oman Air,19h 45m,1 stop,"₹ 17,189",2023-06-01,CCJ,DXB
Oman Air,21h 10m,1 stop,"₹ 17,189",2023-06-01,CCJ,DXB
Oman Air,25h 20m,1 stop,"₹ 17,345",2023-06-01,CCJ,DXB
Oman Air,26h 25m,1 stop,"₹ 17,345",2023-06-01,CCJ,DXB
Oman Air,26h 55m,1 stop,"₹ 17,345",2023-06-01,CCJ,DXB
IndiGo,22h 55m,1 stop,"₹ 19,421",2023-06-01,CCJ,DXB
"Air India, Vistara",24h 55m,1 stop,"₹ 20,291",2023-06-01,CCJ,DXB
Gulf Air,18h 35m,1 stop,"₹ 22,226",2023-06-01,CCJ,DXB
Gulf Air,24h 15m,1 stop,"₹ 22,233",2023-06-01,CCJ,DXB
Gulf Air,29h 30m,1 stop,"₹ 22,243",2023-06-01,CCJ,DXB
flynas,17h 25m,1 stop,"₹ 27,550",2023-06-01,CCJ,DXB
Air India,24h 35m,1 stop,"₹ 31,817",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 32,533",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 20m,1 stop,"₹ 34,911",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 55m,2 stops,"₹ 34,911",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 34,911",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 40m,1 stop,"₹ 36,442",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 41,164",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 41,164",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 41,164",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 46,674",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 46,674",2023-06-01,CCJ,DXB
Qatar Airways,25h 05m,1 stop,"₹ 46,674",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,3 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,28h 00m,3 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,3 stops,"₹ 53,292",2023-06-01,CCJ,DXB
flynas,27h 35m,2 stops,"₹ 53,750",2023-06-01,CCJ,DXB
Air India,20h 25m,2 stops,"₹ 54,342",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 54,369",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 30m,2 stops,"₹ 61,496",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",17h 40m,2 stops,"₹ 61,496",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",19h 15m,2 stops,"₹ 61,496",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 00m,2 stops,"₹ 63,704",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 00m,2 stops,"₹ 64,002",2023-06-01,CCJ,DXB
Emirates,4h 00m,direct,"₹ 72,370",2023-06-01,CCJ,DXB
Gulf Air,12h 10m,1 stop,"₹ 24,334",2023-06-01,CCJ,DXB
Gulf Air,8h 05m,1 stop,"₹ 23,887",2023-06-01,CCJ,DXB
Gulf Air,12h 10m,1 stop,"₹ 26,649",2023-06-01,CCJ,DXB
Gulf Air,14h 10m,1 stop,"₹ 25,173",2023-06-01,CCJ,DXB
"Air India, Etihad Airways",16h 00m,2 stops,"₹ 122,508",2023-06-01,CCJ,DXB
Oman Air,21h 10m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
Gulf Air,14h 10m,1 stop,"₹ 21,822",2023-06-01,CCJ,DXB
Gulf Air,16h 15m,1 stop,"₹ 21,831",2023-06-01,CCJ,DXB
Gulf Air,18h 35m,1 stop,"₹ 21,832",2023-06-01,CCJ,DXB
IndiGo,12h 55m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,13h 05m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,13h 30m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,14h 55m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,19h 55m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
flynas,14h 15m,1 stop,"₹ 27,550",2023-06-01,CCJ,DXB
flynas,17h 25m,1 stop,"₹ 27,550",2023-06-01,CCJ,DXB
IndiGo,13h 55m,1 stop,"₹ 31,628",2023-06-01,CCJ,DXB
"Air India, Emirates",12h 40m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 20m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
Oman Air,25h 20m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
Oman Air,26h 25m,1 stop,"₹ 16,252",2023-06-01,CCJ,DXB
Oman Air,26h 55m,1 stop,"₹ 16,252",2023-06-01,CCJ,DXB
Gulf Air,24h 15m,1 stop,"₹ 21,838",2023-06-01,CCJ,DXB
Gulf Air,29h 30m,1 stop,"₹ 21,849",2023-06-01,CCJ,DXB
"Air India, Vistara",24h 55m,1 stop,"₹ 22,389",2023-06-01,CCJ,DXB
IndiGo,25h 35m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,27h 05m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,28h 25m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 30,433",2023-06-01,CCJ,DXB
IndiGo,22h 55m,1 stop,"₹ 31,628",2023-06-01,CCJ,DXB
Air India,24h 35m,1 stop,"₹ 31,817",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 55m,2 stops,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 40m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 36,964",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 36,964",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 36,964",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Qatar Airways,25h 05m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,3 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,20h 25m,2 stops,"₹ 50,142",2023-06-01,CCJ,DXB
flynas,27h 35m,2 stops,"₹ 50,187",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
flynas,27h 35m,2 stops,"₹ 51,751",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 52,822",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,28h 00m,3 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,3 stops,"₹ 53,292",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 30m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",17h 40m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",19h 15m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 00m,2 stops,"₹ 62,074",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 00m,2 stops,"₹ 62,380",2023-06-01,CCJ,DXB
Oman Air,15h 20m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
Oman Air,19h 45m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
Oman Air,21h 10m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
Gulf Air,14h 10m,1 stop,"₹ 21,822",2023-06-01,CCJ,DXB
Gulf Air,16h 15m,1 stop,"₹ 21,831",2023-06-01,CCJ,DXB
Gulf Air,18h 35m,1 stop,"₹ 21,832",2023-06-01,CCJ,DXB
IndiGo,12h 55m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,13h 05m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,13h 30m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,14h 55m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,19h 55m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
flynas,14h 15m,1 stop,"₹ 27,550",2023-06-01,CCJ,DXB
flynas,17h 25m,1 stop,"₹ 27,550",2023-06-01,CCJ,DXB
Air India,16h 40m,1 stop,"₹ 29,763",2023-06-01,CCJ,DXB
IndiGo,13h 55m,1 stop,"₹ 31,628",2023-06-01,CCJ,DXB
"Air India, Emirates",12h 40m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 20m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
Oman Air,25h 20m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
Oman Air,26h 25m,1 stop,"₹ 16,252",2023-06-01,CCJ,DXB
Oman Air,26h 55m,1 stop,"₹ 16,252",2023-06-01,CCJ,DXB
"Air India, Vistara",24h 55m,1 stop,"₹ 21,445",2023-06-01,CCJ,DXB
Gulf Air,24h 15m,1 stop,"₹ 21,838",2023-06-01,CCJ,DXB
Gulf Air,29h 30m,1 stop,"₹ 21,849",2023-06-01,CCJ,DXB
IndiGo,25h 35m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,27h 05m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,28h 25m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 30,433",2023-06-01,CCJ,DXB
IndiGo,22h 55m,1 stop,"₹ 31,628",2023-06-01,CCJ,DXB
Air India,24h 35m,1 stop,"₹ 31,817",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 55m,2 stops,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 40m,1 stop,"₹ 35,287",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 36,964",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 36,964",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 36,964",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
flynas,26h 55m,1 stop,"₹ 44,503",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Qatar Airways,25h 05m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Air India,20h 25m,2 stops,"₹ 49,699",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
flynas,27h 35m,2 stops,"₹ 50,187",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
flynas,27h 35m,2 stops,"₹ 51,751",2023-06-01,CCJ,DXB
Air India,25h 40m,3 stops,"₹ 52,731",2023-06-01,CCJ,DXB
Air India,29h 25m,3 stops,"₹ 52,731",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 54,383",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 30m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",17h 40m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",19h 15m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 00m,2 stops,"₹ 62,074",2023-06-01,CCJ,DXB
Air India Express,4h 05m,direct,"₹ 19,226",2023-06-01,CCJ,DXB
Oman Air,8h 15m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
Air India Express,4h 05m,direct,"₹ 19,226",2023-06-01,CCJ,DXB
Oman Air,8h 40m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
IndiGo,3h 55m,direct,"₹ 27,817",2023-06-01,CCJ,DXB
Gulf Air,8h 05m,1 stop,"₹ 21,816",2023-06-01,CCJ,DXB
SpiceJet,4h 15m,direct,"₹ 28,773",2023-06-01,CCJ,DXB
Hahn Air Systems,4h 15m,direct,"₹ 39,371",2023-06-01,CCJ,DXB
Oman Air,12h 25m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
Oman Air,14h 00m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
Gulf Air,12h 10m,1 stop,"₹ 21,821",2023-06-01,CCJ,DXB
IndiGo,8h 50m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
flynas,9h 20m,1 stop,"₹ 29,986",2023-06-01,CCJ,DXB
Oman Air,15h 20m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
Oman Air,19h 45m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
Oman Air,21h 10m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
Gulf Air,14h 10m,1 stop,"₹ 21,822",2023-06-01,CCJ,DXB
Gulf Air,16h 15m,1 stop,"₹ 21,831",2023-06-01,CCJ,DXB
Gulf Air,18h 35m,1 stop,"₹ 21,832",2023-06-01,CCJ,DXB
IndiGo,12h 55m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,13h 05m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,13h 30m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,14h 55m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,19h 55m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
Air India,16h 40m,1 stop,"₹ 29,763",2023-06-01,CCJ,DXB
flynas,11h 15m,1 stop,"₹ 29,986",2023-06-01,CCJ,DXB
flynas,14h 15m,1 stop,"₹ 29,986",2023-06-01,CCJ,DXB
flynas,17h 25m,1 stop,"₹ 29,986",2023-06-01,CCJ,DXB
IndiGo,13h 55m,1 stop,"₹ 31,628",2023-06-01,CCJ,DXB
"Air India, Emirates",12h 40m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 20m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
Oman Air,25h 20m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
Oman Air,26h 25m,1 stop,"₹ 16,125",2023-06-01,CCJ,DXB
Oman Air,26h 55m,1 stop,"₹ 16,252",2023-06-01,CCJ,DXB
Gulf Air,24h 15m,1 stop,"₹ 21,838",2023-06-01,CCJ,DXB
Gulf Air,29h 30m,1 stop,"₹ 21,849",2023-06-01,CCJ,DXB
"Air India, Vistara",24h 55m,1 stop,"₹ 23,493",2023-06-01,CCJ,DXB
IndiGo,25h 35m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,27h 05m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,28h 25m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 30,433",2023-06-01,CCJ,DXB
IndiGo,22h 55m,1 stop,"₹ 31,628",2023-06-01,CCJ,DXB
Air India,24h 40m,1 stop,"₹ 31,817",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 55m,2 stops,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 40m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 36,964",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 36,964",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 36,964",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Qatar Airways,25h 05m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Air India,20h 25m,2 stops,"₹ 47,588",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
flynas,27h 35m,2 stops,"₹ 52,212",2023-06-01,CCJ,DXB
Air India,25h 40m,3 stops,"₹ 52,731",2023-06-01,CCJ,DXB
Air India,28h 00m,3 stops,"₹ 52,731",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,3 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
flynas,27h 35m,2 stops,"₹ 53,842",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 54,383",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 54,383",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 54,383",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 30m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
Air India Express,4h 05m,direct,"₹ 23,086",2023-06-01,CCJ,DXB
Oman Air,8h 15m,1 stop,"₹ 17,027",2023-06-01,CCJ,DXB
Air India Express,4h 05m,direct,"₹ 23,086",2023-06-01,CCJ,DXB
SpiceJet,4h 15m,direct,"₹ 30,996",2023-06-01,CCJ,DXB
IndiGo,3h 55m,direct,"₹ 31,579",2023-06-01,CCJ,DXB
Hahn Air Systems,4h 15m,direct,"₹ 42,056",2023-06-01,CCJ,DXB
Oman Air,8h 40m,1 stop,"₹ 17,027",2023-06-01,CCJ,DXB
Gulf Air,8h 05m,1 stop,"₹ 23,887",2023-06-01,CCJ,DXB
Oman Air,12h 25m,1 stop,"₹ 17,027",2023-06-01,CCJ,DXB
IndiGo,8h 50m,1 stop,"₹ 27,186",2023-06-01,CCJ,DXB
Oman Air,14h 00m,1 stop,"₹ 17,027",2023-06-01,CCJ,DXB
Oman Air,15h 20m,1 stop,"₹ 17,027",2023-06-01,CCJ,DXB
Gulf Air,12h 10m,1 stop,"₹ 23,887",2023-06-01,CCJ,DXB
Gulf Air,14h 10m,1 stop,"₹ 21,822",2023-06-01,CCJ,DXB
IndiGo,13h 05m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
Gulf Air,14h 10m,1 stop,"₹ 21,822",2023-06-01,CCJ,DXB
Gulf Air,16h 15m,1 stop,"₹ 21,831",2023-06-01,CCJ,DXB
Gulf Air,18h 35m,1 stop,"₹ 21,832",2023-06-01,CCJ,DXB
IndiGo,12h 55m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,13h 05m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,13h 30m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,14h 55m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,19h 55m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,13h 55m,1 stop,"₹ 31,628",2023-06-01,CCJ,DXB
"Air India, Emirates",12h 40m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 20m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
Oman Air,25h 20m,1 stop,"₹ 16,252",2023-06-01,CCJ,DXB
Oman Air,26h 25m,1 stop,"₹ 16,252",2023-06-01,CCJ,DXB
Oman Air,26h 55m,1 stop,"₹ 16,252",2023-06-01,CCJ,DXB
Gulf Air,24h 15m,1 stop,"₹ 21,838",2023-06-01,CCJ,DXB
Gulf Air,29h 30m,1 stop,"₹ 21,849",2023-06-01,CCJ,DXB
"Air India, Vistara",24h 55m,1 stop,"₹ 23,493",2023-06-01,CCJ,DXB
IndiGo,25h 35m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,27h 05m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
IndiGo,28h 25m,1 stop,"₹ 23,738",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 30,433",2023-06-01,CCJ,DXB
IndiGo,22h 55m,1 stop,"₹ 31,628",2023-06-01,CCJ,DXB
Air India,24h 35m,1 stop,"₹ 31,817",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 55m,2 stops,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 40m,1 stop,"₹ 35,287",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 36,964",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 36,964",2023-06-01,CCJ,DXB
Air India,28h 10m,2 stops,"₹ 36,964",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Qatar Airways,18h 45m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
